Year,Month,PM2.5 (µg/m³),PM10 (µg/m³),NO2 (µg/m³),SO2 (µg/m³),CO (mg/m³),O3 (µg/m³),Temperature (°C),Humidity (%),Wind Speed (m/s),Wind Direction (°),Pressure (hPa),Precipitation (mm),Visibility (km),AQI,Season
2019,12,139.96,147.22,60.8,22.97,1.45,112.4,25.5,47.34,4.77,191.21,1021.95,9.86,12.15,188.2,Winter
2020,1,155.31,234.72,58.26,29.15,2.83,135.83,15.34,43.58,4.32,112.72,1010.78,29.42,7.13,269.57,Winter
2020,2,186.06,140.22,45.35,27.17,2.45,103.25,13.22,48.46,4.83,167.86,1016.85,17.71,12.92,332.8,Winter
2020,3,110.46,138.01,54.66,21.48,2.61,111.13,8.65,56.41,5.15,226.82,1012.12,22.75,10.94,207.67,Spring
2020,4,111.81,121.65,55.15,26.67,3.25,86.37,20.6,52.0,4.65,205.62,1011.18,35.11,11.35,179.0,Spring
2020,5,133.79,182.27,48.79,21.12,3.14,111.49,17.38,61.16,4.04,169.12,1015.47,18.41,10.4,284.57,Spring
2020,6,134.19,143.98,55.67,14.69,2.86,130.81,20.69,60.66,4.46,122.77,1017.26,21.4,11.1,222.0,Summer
2020,7,141.76,145.58,61.26,28.22,3.42,104.6,5.35,50.81,8.79,283.35,1015.74,17.95,8.06,290.0,Summer
2020,8,129.91,155.86,43.15,25.54,2.64,103.53,11.37,59.74,4.64,166.55,1020.98,27.32,7.8,299.14,Summer
2020,9,143.28,175.5,49.55,15.83,2.24,84.34,17.38,66.3,4.15,168.63,1004.12,35.51,10.01,310.71,Autumn
2020,10,112.01,172.03,25.71,16.98,3.39,85.75,30.19,43.31,4.59,90.16,1020.91,41.97,9.0,312.5,Autumn
2020,11,160.68,193.48,61.43,28.83,2.39,105.05,12.42,51.47,7.12,187.05,1013.96,22.31,13.69,241.67,Autumn
2020,12,106.37,125.76,67.75,20.53,2.84,106.4,12.5,43.84,4.5,193.17,1009.77,27.51,10.54,254.14,Winter
2021,1,118.05,202.17,65.76,18.3,3.28,150.53,23.33,56.91,5.2,186.64,1018.3,28.88,7.01,230.0,Winter
2021,2,140.88,71.45,37.56,22.02,1.92,120.34,-5.42,89.23,0.34,165.39,1047.58,15.71,18.2,478.0,Winter
2021,3,148.28,149.3,50.36,17.74,3.08,68.83,5.08,70.13,6.24,171.8,1031.45,31.44,7.61,206.6,Spring
2021,4,156.22,162.73,66.83,27.45,3.23,98.44,6.42,44.89,3.99,205.98,1021.16,34.07,12.15,228.5,Spring
2021,5,125.14,201.22,49.19,24.44,2.08,51.63,27.05,76.9,7.1,122.07,1009.78,19.11,11.64,226.33,Spring
2021,6,131.46,178.11,61.2,29.3,3.0,135.72,11.38,43.91,3.32,190.83,1009.94,18.34,7.39,266.0,Summer
2021,7,43.8,189.6,46.81,14.68,2.59,98.94,8.88,63.25,5.19,204.65,1017.06,11.12,7.44,338.25,Summer
2021,8,129.24,243.68,57.77,28.47,4.36,106.61,17.53,62.68,2.38,277.76,999.77,12.48,11.72,251.5,Summer
2021,9,112.83,192.97,41.15,31.9,3.34,104.35,29.91,56.43,6.04,197.43,1002.87,22.0,9.7,372.75,Autumn
2021,10,128.89,152.1,61.53,29.42,2.85,113.94,13.39,56.1,6.14,205.87,997.58,16.31,9.95,357.5,Autumn
2021,11,106.09,135.46,40.18,33.57,2.35,131.31,16.32,48.69,5.48,263.83,1013.92,31.75,9.29,379.75,Autumn
2021,12,99.45,126.71,26.85,34.17,2.76,154.26,18.56,52.8,5.61,218.38,1018.98,22.71,8.37,173.25,Winter
2022,1,130.07,147.96,63.23,25.21,3.12,80.37,5.84,50.64,5.25,251.95,1006.93,24.37,6.82,267.14,Winter
2022,2,176.79,167.05,63.24,19.26,1.99,111.55,6.07,59.51,7.21,167.79,1009.28,23.84,7.54,232.38,Winter
2022,3,233.73,115.1,32.01,28.53,3.28,118.75,16.97,50.31,4.96,113.45,1022.93,12.49,16.03,225.75,Spring
2022,4,121.92,155.15,85.46,28.83,1.12,104.36,13.81,45.07,4.56,291.52,1029.45,15.06,4.61,205.4,Spring
2022,5,113.05,151.4,46.45,16.51,2.15,72.71,28.29,53.61,3.61,148.78,1022.1,27.67,10.58,387.4,Spring
2022,6,94.82,134.15,35.26,22.42,1.41,113.6,25.57,40.97,5.98,206.74,1010.93,28.07,5.87,345.8,Summer
2022,7,132.4,156.42,51.57,23.54,2.38,57.69,14.94,77.51,5.92,158.63,1010.88,32.64,15.76,301.17,Summer
2022,8,142.26,175.25,53.63,23.76,1.43,105.41,18.69,58.53,3.57,153.01,1015.42,19.6,10.16,135.14,Summer
2022,9,137.62,106.17,56.64,32.45,2.1,88.87,21.59,53.67,5.85,105.11,1005.14,15.44,10.07,222.14,Autumn
2022,10,155.97,241.51,26.72,23.87,2.07,91.84,13.79,61.19,6.91,233.55,1009.61,21.43,7.58,244.8,Autumn
2022,11,81.02,145.29,41.34,21.98,3.18,140.31,21.9,58.39,4.87,212.58,1018.75,27.6,7.93,182.8,Autumn
2022,12,128.23,164.87,53.65,23.68,2.18,62.65,7.0,55.12,3.41,131.05,995.34,29.45,5.85,342.0,Winter
2023,1,190.17,202.54,55.2,15.41,3.08,117.07,29.79,55.15,2.21,115.91,1006.96,17.62,12.66,266.67,Winter
2023,2,137.59,144.33,76.28,22.05,3.14,63.4,11.74,57.32,6.68,185.3,1021.45,26.39,7.42,289.6,Winter
2023,3,76.2,190.89,90.9,22.41,2.12,55.9,7.42,55.61,5.72,90.51,1034.84,32.3,13.05,190.0,Spring
2023,4,199.86,87.08,56.75,16.13,1.71,147.66,28.82,54.14,8.41,73.95,1016.35,19.65,11.45,324.5,Spring
2023,5,142.01,266.31,51.41,17.81,2.06,108.27,17.19,60.57,6.56,239.72,1008.84,23.14,13.48,386.0,Spring
2023,6,136.1,177.07,38.6,25.67,2.68,121.73,19.31,51.25,4.48,192.3,1026.09,21.0,9.72,280.71,Summer
2023,7,188.26,169.18,47.46,32.56,2.71,97.25,12.41,76.66,4.77,198.49,1028.01,24.97,9.58,159.25,Summer
2023,8,193.56,158.11,45.57,24.75,2.79,108.63,14.57,48.3,4.64,178.6,1015.93,22.34,10.79,224.0,Summer
2023,9,121.76,164.96,65.6,33.65,1.9,152.42,12.21,67.56,3.19,169.54,1019.26,25.22,12.83,307.17,Autumn
2023,10,178.36,168.73,12.45,5.52,0.17,131.22,34.57,81.03,1.44,89.55,1033.65,43.04,10.52,456.0,Autumn
2023,11,157.18,109.95,38.88,24.47,2.7,143.67,14.9,56.96,6.13,158.78,1025.79,33.42,14.99,258.0,Autumn
2023,12,123.53,144.87,71.88,31.18,2.35,125.86,14.12,36.48,4.93,128.68,1018.15,20.71,9.08,252.4,Winter
2024,1,146.63,149.57,36.48,26.63,2.32,124.56,13.09,40.35,4.44,203.43,1006.91,20.54,7.32,180.5,Winter
2024,2,156.14,156.14,57.75,14.12,2.19,72.39,22.86,19.96,4.36,225.26,1005.88,27.26,9.57,218.67,Winter
2024,3,132.35,223.34,49.78,29.08,3.18,90.17,15.35,21.87,6.93,206.04,1000.75,29.06,14.54,267.6,Spring
2024,4,117.55,159.96,43.31,29.58,3.19,120.95,20.43,51.71,2.9,234.18,1029.95,24.79,8.69,282.78,Spring
2024,5,176.64,114.06,46.72,17.18,2.45,81.66,30.36,67.68,7.42,136.41,997.04,21.15,13.14,154.33,Spring
2024,7,134.21,164.75,45.98,27.53,2.3,110.44,12.86,71.77,4.2,142.97,1022.92,25.38,8.94,306.3,Summer
2024,8,140.35,172.27,41.86,21.0,2.16,90.63,13.1,55.39,4.42,220.63,1020.39,28.54,10.51,295.43,Summer
2024,9,154.57,183.44,67.54,31.26,2.68,105.25,13.5,67.06,3.46,252.86,1013.77,14.3,11.16,321.75,Autumn
2024,10,130.37,156.87,50.13,31.09,2.92,106.41,16.72,49.84,5.4,186.45,1023.19,25.53,9.76,341.22,Autumn
2024,11,185.49,137.72,54.28,32.03,2.83,75.27,13.22,40.63,5.47,185.32,1019.92,37.25,10.56,325.29,Autumn
2024,12,112.25,151.13,70.0,27.58,1.56,76.11,2.27,53.32,6.36,147.52,1017.02,26.91,8.49,200.0,Winter
